id,Comment,Label,source_label
ext_01691,Rashmika andre yaru guru nThukali sule edalala avle erboda,Hate,Offensive_Targeted_Insult_Individual
ext_01692,Super bro nivu,Non-Hate,Not_offensive
ext_01693,Hands up anta kottaddu yella language li onde title irli anta...yar opputtiri  illi like madi...,Non-Hate,Not_offensive
ext_01694,Nivu heliddu ondu ondu maathu  sathyanee,Non-Hate,Not_offensive
ext_01695,Hats off sir nim Swabhimana and karya nishtege thumba Santhosha agutte sir nimg olle arogya success kodli antha devralli bedkothivi Munde niv natiso Ella cinemagalu uttama pradarshana padiyali,Non-Hate,Not_offensive
ext_01696,Super agi helidiya guru,Non-Hate,Not_offensive
ext_01697,hai gaya husharaytha,Non-Hate,Not_offensive
ext_01698,Sakath anna nim haadu,Non-Hate,Not_offensive
ext_01699,Drona pandavara para iddre ivneke kouravara para iddana.????,Non-Hate,Not_offensive
ext_01700,signature step ishta adare ootu ondu like nsong super ansiddre bidu eradu comment.. nninu kannadiga adare,Non-Hate,Not_offensive
ext_01701,Actually point point nu bidsi supper aagi helidiya supppppppppeeeerrrrrbbb,Non-Hate,Not_offensive
ext_01702,Film nodidmele ee song ge addict aadavaru like maadinYalllrigu thanks for 1000 likes,Non-Hate,Not_offensive
ext_01703,Sri filmna north Indiadali promotion jasthi jasthi Madi,Non-Hate,Not_offensive
ext_01704,@Nandi Parthasarathi ನಿಮ್ಮ ಅಕ್ಕುನ್,Hate,Offensive_Targeted_Insult_Individual
ext_01705,Waa madiddare hige madbeku pan indian film ge,Non-Hate,Not_offensive
ext_01706,Fittest will survive. Ashwath olle actor aadre maganu ange aagbeku andre aagutta? Dr rajakumar tara avr maklu aagalla avr yavattidru avre. So illi acchari pado avashyakate illa.,Non-Hate,Not_offensive
ext_01707,sp song jai D. Boss,Non-Hate,Not_offensive
ext_01708,Istu helidru innu tik tok ge support madoru manushyare alla nArta madkoli pls pls,Non-Hate,Not_offensive
ext_01709,@anup kulkarni T-Series,Non-Hate,Not_offensive
ext_01710,Super d boss fans like,Non-Hate,Not_offensive
ext_01711,Boss nivu Rashmi kinta jasthi belibeku,Non-Hate,Not_offensive
ext_01712,Kannada songs na dislike madbede,Non-Hate,Not_offensive
ext_01713,Super nataka Togari Tippa.,Non-Hate,Not_offensive
ext_01714,Idu kannadada chitra........,Non-Hate,Not_offensive
ext_01715,THEATRE NALLI HUDUKIDRU 28 Jana datutilla Krishna Bangalore nalli odeya ge,Non-Hate,Not_offensive
ext_01716,Na gentleman tiktok banu  super guru,Non-Hate,Not_offensive
ext_01717,Harisa ... SOOPER  annthamma.,Non-Hate,Not_offensive
ext_01718,Poorthi hadanna ACCHA KANNADALLI baridavarige abinandanegalu.....,Non-Hate,Not_offensive
ext_01719,Yarella e hadige edict agidira like Madi,Non-Hate,Not_offensive
ext_01720,Mastt AG helidna guru,Non-Hate,Not_offensive
ext_01721,Ok Bro.... Bt gurudeshpande avru tamilindane jasti movie na remake madtirodu..... Ok hego paapa nam prajwal ge ondu break sigli,Hate,Offensive_Targeted_Insult_Individual
ext_01722,Tiktok ban agirodrida tiktok madtidrala avr family avrig kushi agirute tumba deena ivr mada nodi sakagitu,Non-Hate,Not_offensive
ext_01723,Anna nivu comedy agi madila Andru yene madidru entertaining agi eruthe  keep rocking,Non-Hate,Not_offensive
ext_01724,Nammuralli bandidda nane One-up coffee bread kottu kalsde.....,Non-Hate,Not_offensive
ext_01725,Avra manelli yavagadru hoddu sayisudre gottagutte kittod nan maklige tik tok yak ban madbeku andorge saryagelidira bro,Hate,Offensive_Targeted_Insult_Group
ext_01726,n 0,Non-Hate,Not_offensive
ext_01727,Ayyo Vishal movie remake guru idu,Hate,Offensive_Targeted_Insult_Group
ext_01728,Good massage anna super,Non-Hate,Not_offensive
ext_01729,Asn film nodoru like maadi,Non-Hate,Not_offensive
ext_01730,Uttara pradeshada lakkinpura dalli shiva pooje madtidda,Non-Hate,Not_offensive
ext_01731,Patrada parichaya iroru...e bandukigide Hale hesaru....is he mentioning ULIDAVARU KANDNTE????,Non-Hate,Not_offensive
ext_01732,Guru super yage yeldhe,Non-Hate,Not_offensive
ext_01733,@Chennabasamma Uma Lagu nodri cholo ithi film,Non-Hate,Not_offensive
ext_01734,Nammaneg bandidda mare full party,Non-Hate,Not_offensive
ext_01735,Bahusha nanna jeevana kooda nimma dariyalle naditha ide sir hat's off sir nimma swabhimaanakke,Non-Hate,Not_offensive
ext_01736,Kannada padagala jodane adhbhutha,Non-Hate,Not_offensive
ext_01737,@Vishal Shetty BOSS na nodi urkobeku aste yenu nithkolake agalla,Hate,Offensive_Targeted_Insult_Individual
ext_01738,Telugu version upload madurri,Non-Hate,Not_offensive
ext_01739,Malayalam singer is good,Non-Hate,Not_offensive
ext_01740,@CHNADU Ganeshakar hlo ಹೇಳಪ್ಪ ಇದಿನಿ,Non-Hate,Not_offensive
ext_01741,Korlahalli tippa kavalur sidda. Anna tamma.,Non-Hate,Not_offensive
ext_01742,Rocking star Yash fans like here,Non-Hate,Not_offensive
ext_01743,Wow nice yavaglu keltane irbeku ansutte song,Non-Hate,Not_offensive
ext_01744,Super hero kannada in raksit,Non-Hate,Not_offensive
ext_01745,Annaya super troll,Non-Hate,Not_offensive
ext_01746,En song guru fidha agode....Idhu charithre srustiso avatharaaa... Signature step shuruhachkoli inna..,Non-Hate,Not_offensive
ext_01747,@kannadigaru S ninge nanu yenta helide maraya,Non-Hate,Not_offensive
ext_01748,@Alok Khr nobal price,Non-Hate,Not_offensive
ext_01749,Anna game yavdu,Non-Hate,Not_offensive
ext_01750,Bega release madi sir... Hindi and other languages alli MASALA films na nodtidare jana ( actually khaali hoditide  ). E film annu release madi,Non-Hate,Not_offensive
ext_01751,Trending ...... Video.....Asn,Non-Hate,Not_offensive
ext_01752,Swalpa Shankar nag no did a hage kanuthe,Non-Hate,Not_offensive
ext_01753,Kateya kone channagilla,Non-Hate,Not_offensive
ext_01754,@Ŕävîñđŕå_02_GøWđřú noh Ravindra Lowdre.... naanu space nalli idini.... hudukikond baroke rocket beku.... nin yogyate ge adella illa bidu🤣,Hate,Offensive_Targeted_Insult_Individual
ext_01755,video super bossu,Non-Hate,Not_offensive
ext_01756,Sakatag ede video brooo,Non-Hate,Not_offensive
ext_01757,@VARAPRASAD K K nin Amman thika nayi keyya dagaar darshan elladru neenu huttakintha munche nin appan munche koting kottidda ansutte soole magne nin amman dengaa,Hate,Offensive_Targeted_Insult_Individual
ext_01758,Avane sriman narayana...,Non-Hate,Not_offensive
ext_01759,DIA  u ಖುಷಿ,Non-Hate,Not_offensive
ext_01760,Bro instagram nalli vagul dengorige edetara aapidri bro,Hate,Offensive_Targeted_Insult_Group
ext_01761,@Royal Rumble onde ond sari kelde...nFirst time....ashtond ishta aglillanMatte matte kelta idre....nIshta agta ide.... #Slowpoison,Hate,Offensive_Targeted_Insult_Other
ext_01762,Prithvi swalpa  otte kadme maadkoli ...you look good as well you need it as an actor...,Hate,Offensive_Targeted_Insult_Individual
ext_01763,Kannada nadu only,Non-Hate,Not_offensive
ext_01764,Elru Thika muchkond iri nim build up galu nodok agtilla..producer gee enro kashta...??? Kashta irodhu Badavarigee..corona bandhu esht family sayta .idave..uta ildale esht himse agta idee avrige jeevna nadsoke maklige nettagee ondh otthu uta kodok agdale avrige help madi,Hate,Offensive_Targeted_Insult_Other
ext_01765,Hands up anno pada ide alva 🤔,Non-Hate,Not_offensive
ext_01766,Bosssuuuuu super innu ugibeku tiktok yak ban madbeku annorge,Non-Hate,Not_offensive
ext_01767,Prajakeeyada bagge videos madi please,Non-Hate,Not_offensive
ext_01768,Nija heludre heege,Hate,Offensive_Targeted_Insult_Individual
ext_01769,Bro starting baruttalla adu game name yaavdu plz heli bro plz,Non-Hate,Not_offensive
ext_01770,HOWDU bro nan nodidini TV yalli barthavne,Non-Hate,Not_offensive
ext_01771,Very good dr,Non-Hate,Not_offensive
ext_01772,Fresh making n new step in kannada industry,Non-Hate,Not_offensive
ext_01773,Guru ninge naanu Dodda fan,Non-Hate,Not_offensive
ext_01774,@Nikhil raj arya Nija kananna,Non-Hate,Not_offensive
ext_01775,@Nandi Parthasarathi ನಿನ್ ತುಲ್ಲಿಗೆ,Hate,Offensive_Targeted_Insult_Individual
ext_01776,@Creative Kannadiga eno ond bid guru..nin maat keltirode chandaa....Aden matadtiya brochindi bro keep roasting,Non-Hate,Not_offensive
ext_01777,Enta song guru idu super,Non-Hate,Not_offensive
ext_01778,Mathondu video edre haki,Non-Hate,Not_offensive
ext_01779,One week salala .reach abeku ivag ela fast ide .nyc movie nodbeku etara agbhardu .node nodthare jana nodo tym ivag irbeku .etara agbhardu,Hate,Offensive_Targeted_Insult_Other
ext_01780,Adhunika Shankar nag,Non-Hate,Not_offensive
ext_01781,Syck bro ....heavy agi roast madtira...adrunu tiktokers tik kik app  nali saitare....,Hate,Offensive_Targeted_Insult_Group
ext_01782,@vyv v hu kanappa gottu. Yash boss bitre yella avare copy paste gale remake stars,Non-Hate,Not_offensive
ext_01783,Chillere rajakarana dailoge super,Hate,Offensive_Targeted_Insult_Individual
ext_01784,super.nTogari Tippa Comody,Non-Hate,Not_offensive
ext_01785,Taro sule Makalu who is dis like gandugalu super vedios,Hate,Offensive_Targeted_Insult_Group
ext_01786,king k  yav reeti badavru..?? Jati lekkana or powerty ??,Hate,Offensive_Targeted_Insult_Individual
ext_01787,Nin tula malanaleya asvat nama avru yar kanigu kanskalake esta padala akaamat kandru noddavru ale satogtare antadrali avne band docter baklu badudnante nin avunmakanleua hogi nin anta gandu galge hog helu kate na,Hate,Offensive_Targeted_Insult_Individual
ext_01788,Dia name meaning yenu,Non-Hate,Not_offensive
ext_01789,Lovely guru super,Non-Hate,Not_offensive
ext_01790,@Reginald Kelly hinge matad tidre adne madtini...,Hate,Offensive_Targeted_Insult_Individual
ext_01791,Avnige ella language matadoke barutta,Non-Hate,Not_offensive
ext_01792,Same syndrome namma maji cm gi itta??,Non-Hate,Not_offensive
ext_01793,According to my kannada hitttttttttttt song,Non-Hate,Not_offensive
ext_01794,Nanu 14 sala nodidha movie idhu,Non-Hate,Not_offensive
ext_01795,Sai Kumar diolauge anthu benki bro,Non-Hate,Not_offensive
ext_01796,Nice song i like,Non-Hate,Not_offensive
ext_01797,Idu idu.. (1.56)actually bekagiddu..osm music,Non-Hate,Not_offensive
ext_01798,Nijavaaglu adbhutha film plz encourage Kannada movie,Non-Hate,Not_offensive
ext_01799,@nkn havali neenu urkondirodakke replay madiyalla,Hate,Offensive_Targeted_Insult_Individual
ext_01800,Guru chaines apps yavyavu antha ondhu list kodi avna nam mobile ali instal madala,Hate,Offensive_Targeted_Insult_Other
ext_01801,Supper i love my kannada ...,Non-Hate,Not_offensive
ext_01802,Telegram olag ella sigtirbekadre jana yak theotor ge hogtar heli.. Actully edu big mistek,Hate,Offensive_Targeted_Insult_Group
ext_01803,Priswi Perera changide guru,Non-Hate,Not_offensive
ext_01804,Marketing swalpa bekittu ansutte,Hate,Offensive_Targeted_Insult_Other
ext_01805,@10 R hu bro name halmodakke,Hate,Offensive_Targeted_Insult_Individual
ext_01806,Nikistark x promotion chennagi idrunu bere language ge jaathi priority kodtare....nam state li kannada movie ge support madalla distributors..,Hate,Offensive_Targeted_Insult_Other
ext_01807,100 days pakka annoru like madi,Non-Hate,Not_offensive
ext_01808,Yaru tension agbede yakandre dislike madiravru mindrika kadeyavru🤣,Hate,Offensive_Targeted_Insult_Group
ext_01809,Bari ante kante Gale agoytu. Enadru solid proof torsri avar edare annoke.,Hate,Offensive_Targeted_Insult_Group
ext_01810,Super nimdu thuppu ella correct agi helidira,Non-Hate,Not_offensive
ext_01811,Super bro huge video madu Anna,Non-Hate,Not_offensive
ext_01812,Olledu ond pan India movie madro sumne yak eneno madkondu...,Hate,Offensive_Targeted_Insult_Group
ext_01813,Super  maga,Non-Hate,Not_offensive
ext_01814,Togari thipan hasya chataki supar,Non-Hate,Not_offensive
ext_01815,6-5=2 nalli nijvadh video antha posteralli nodide but movie nodida mele gotthaythu adu sulu antha,Hate,Offensive_Targeted_Insult_Group
ext_01816,SUPERB SONG .........,Non-Hate,Not_offensive
ext_01817,Anna suprrrrrr sir,Non-Hate,Not_offensive
ext_01818,@Pandiya Shri idre contact madi,Non-Hate,Not_offensive
ext_01819,Jai Hind  jai Karnatakan               AndnSuper song bro,Non-Hate,Not_offensive
ext_01820,Ee Tara hosa prayatna namge,Non-Hate,Not_offensive
ext_01821,Idu charitre srustisuva avataranME,Non-Hate,Not_offensive
ext_01822,Love u boss,Non-Hate,Not_offensive
ext_01823,Paramvah Music Hindi?,Non-Hate,Not_offensive
ext_01824,Full havli idona bidi bro kannadigaru navinnu idivavala,Non-Hate,Not_offensive
ext_01825,E movie name  enu  paka  hitttt e a,Non-Hate,Not_offensive
ext_01826,ಬೆಂಕಿಗೇ ಇನೊಂದು ಅರ್ಥ RAKSHIT ಶೆಟ್ಟಿ..simple star alla fire star,Non-Hate,Not_offensive
ext_01827,I am kiccha fans super song,Non-Hate,Not_offensive
ext_01828,Super brother nev heledu estondu visaya ede anta gotedella super nem fan bro nan,Non-Hate,Not_offensive
ext_01829,Yak sir interview ge yav studios irlilva or  e movie gella yake antha a jagadalli kursidira,Hate,Offensive_Targeted_Insult_Individual
ext_01830,Anna nim ella videos nodide....ella video super....innu chennagi videos maadtha iri...Sonu srinivas gowda mobile touch maadoku bhaya padabek aa tara maadi,Hate,Offensive_Targeted_Insult_Individual
ext_01831,baari ugadiddira bro .......full support nimage,Non-Hate,Not_offensive
ext_01832,Bro niv sarige helidri,Non-Hate,Not_offensive
ext_01833,IAS IPS madirorigintha politicians  ge value jasti iro namma vishala manassina Indians badlagovargu nnam desha beliyodu kasta ide,Non-Hate,Not_offensive
ext_01834,Super VP sir,Non-Hate,Not_offensive
ext_01835,This real jai krishna krishna,Non-Hate,Not_offensive
ext_01836,Super guru nin voice,Non-Hate,Not_offensive
ext_01837,Super super super super song,Non-Hate,Not_offensive
ext_01838,Kannadada saaalugalu sakkatagiddave all the best natayana...,Non-Hate,Not_offensive
ext_01839,Amazing  song gudluk to alla team ..super vp sir,Non-Hate,Not_offensive
ext_01840,@naveen v  looo bolimagane thikaana muchkondu idre sari nim ammun thullu nin yaavano mathadsidhu nim avan vishya bandna neenu naan bagge matra madthadbeku,Hate,Offensive_Targeted_Insult_Individual
ext_01841,Edu charitre srushtisuva avataara🤨,Non-Hate,Not_offensive
ext_01842,Sakathagi ide mare,Non-Hate,Not_offensive
ext_01843,Nataka Chennagi Edge,Non-Hate,Not_offensive
ext_01844,Yella characters supermatte re release madi,Non-Hate,Not_offensive
ext_01845,Short film EDITING ಮಾಡುವುದು ಹೇಗೆ ಲಿಂಕ್nn,Non-Hate,Not_offensive
ext_01846,Avatttu tiger dancenIvattu handsup step,Non-Hate,Not_offensive
ext_01847,Nin dialog super guru chindi guru,Non-Hate,Not_offensive
ext_01848,Guru super video  Tq guru,Non-Hate,Not_offensive
ext_01849,Bazaar annodu kannada padana guru?,Non-Hate,Not_offensive
ext_01850,Houdu nNam janakke buddi illa,Non-Hate,Not_offensive
ext_01851,Super navu chikvara idaga kelta idavi super childhood memories,Non-Hate,Not_offensive
ext_01852,NKN tiktok ban agbeku aste,Non-Hate,Not_offensive
ext_01853,Thumba chenagi ede,Non-Hate,Not_offensive
ext_01854,Huchha venkat sene innu jeevantha ide...bhaya padbeda sir,Non-Hate,Not_offensive
ext_01855,@sumya kulkarni ನೀವು ಬ್ರಾಹ್ಮಣರಾಗಿ intercast marriage agoke dairya idena ? Never.,Non-Hate,Not_offensive
ext_01856,Awesome song,Non-Hate,Not_offensive
ext_01857,Pubg kooda ban agbeku guru..,Hate,Offensive_Targeted_Insult_Other
ext_01858,Those 850 dislikes are Frome rashmika mandanna fans,Hate,Offensive_Targeted_Insult_Group
ext_01859,Namganthu tik tok ban aagiddu tumba kushi,Non-Hate,Not_offensive
ext_01860,Nimdu bari ide aagoythu telegu avaru copy maadudre tm movie nodthira Kannada davru own aagi maadudru kyathe thegithira,Hate,Offensive_Targeted_Insult_Other
ext_01861,En guru song idu awesome steps are just amazing,Non-Hate,Not_offensive
ext_01862,@Shreenivas K wrang misteek maadtidya.... kurkure shetra aytha?,Non-Hate,Not_offensive
ext_01863,Super  song. Like  is sing,Non-Hate,Not_offensive
ext_01864,Dia 2 madi plz,Non-Hate,Not_offensive
ext_01865,Sir madam ninmna once aldru meet mada beku,Non-Hate,Not_offensive
ext_01866,Tuu avr sentiment na touch madi kaan neer haksi adana cover photo madi view tagotira,Hate,Offensive_Targeted_Insult_Other
ext_01867,Pakka guru same feelingu,Non-Hate,Not_offensive
ext_01868,E cinema na kandita theatre alli ne nodteni,Non-Hate,Not_offensive
ext_01869,Dagar binduna modlu china ge kalsrappa,Non-Hate,Not_offensive
ext_01870,Evergreen song listalli idhu yavglu iratthe doudte illa....,Non-Hate,Not_offensive
ext_01871,Macha neen badukbeka ???,Hate,Offensive_Targeted_Insult_Individual
ext_01872,Olle concept guru.. kannadadalli intha cinema barabeku,Hate,Offensive_Targeted_Insult_Group
ext_01873,Thriller Movie Andre ee Tara Irbeku,Non-Hate,Not_offensive
ext_01874,Super music ettidira e songalli.yast sala e song kelidru bejar aagolla tumba channagide.,Non-Hate,Not_offensive
ext_01875,Namma kannada chitrarangakke jai ........ Yaarige kannada bagge hemme idiyo like maadi,Non-Hate,Not_offensive
ext_01876,Sholay makalu China,Hate,Offensive_Targeted_Insult_Other
ext_01877,Manu baligar avaru gadag jille shirahatti taluk Shigli gramadavaru. Nanu ade gramadavanu.,Non-Hate,Not_offensive
ext_01878,adeno gottilla tumba ista ayta nimage???,Non-Hate,Not_offensive
ext_01879,Super Anna. Neev helid Matu 100% nija. Onedu Matalu oned artayide.,Non-Hate,Not_offensive
ext_01880,Year ge ondu film bandru Chenagide super sir,Non-Hate,Not_offensive
ext_01881,Shashanka AS  ok,Non-Hate,Not_offensive
ext_01882,Adre niv suprb bro,Non-Hate,Not_offensive
ext_01883,Status nalli feelings haakondu,Non-Hate,Not_offensive
ext_01884,@BLACK HEART guru modlu avr heeliddu artha madko,Hate,Offensive_Targeted_Insult_Individual
ext_01885,100%avre dislike madirodu....,Non-Hate,Not_offensive
ext_01886,Bhal Varshada nantra keli tumba khushiyatu..,Non-Hate,Not_offensive
ext_01887,Neev super marree...,Non-Hate,Not_offensive
ext_01888,Super bro tik tok tik tok antha sayo bekuf nanmaklge sariyagi samadana helidira bro,Hate,Offensive_Targeted_Insult_Group
ext_01889,Kannada na ond range ge tagond hogide rakshit ravara e film opkoloru like here,Non-Hate,Not_offensive
ext_01890,​​​​​ ​​ ​​​​​​nnKeli kadiruva bandhavarenBhuviyalli avana aritavarenYarilla bidi,Non-Hate,Not_offensive
ext_01891,Gud pair Praju & Nishvika..,Non-Hate,Not_offensive
ext_01892,Nanu tik tok use madutha ela bro .jai Indian army,Non-Hate,Not_offensive
ext_01893,Pogaru karaabu song 383k like now,Hate,Offensive_Targeted_Insult_Other
ext_01894,Tiktok ....byan agiddu olledu aythu anna,Non-Hate,Not_offensive
ext_01895,Ashwathama ge korona bandru bandirabahudu...!,Hate,Offensive_Targeted_Insult_Individual
ext_01896,Pakka.bro ..100% nija,Non-Hate,Not_offensive
ext_01897,Unlikers Ella chinos appang huttid sulemaklu irbek,Hate,Offensive_Targeted_Insult_Group
ext_01898,@Troll Stupid Fans dagar yaru nin Amma na,Hate,Offensive_Targeted_Insult_Individual
ext_01899,Superrrr I like it,Non-Hate,Not_offensive
ext_01900,Music sup company,Non-Hate,Not_offensive
ext_01901,Nice song galli mathina bajaru suddi saridhe sumaru charitre shrustiso avathara,Non-Hate,Not_offensive
ext_01902,Supr bro aadhh yen kannadaa aaadhh yen punch waaaaa supr bro,Non-Hate,Not_offensive
ext_01903,Sathya na guru??,Non-Hate,Not_offensive
ext_01904,Kabja kannada samrajya nucchu noor madtade,Hate,Offensive_Targeted_Insult_Group
ext_01905,Bindu nu china breed may be,Hate,Offensive_Targeted_Insult_Individual
ext_01906,Rock song rs boss,Non-Hate,Not_offensive
ext_01907,@VARAPRASAD K K shaata dagaar Savi Savi nenapu dagaar soole darshan though DeepunAA mudya choolbart kittod mukhakke thank thumba hair wigngaddakku shaata kittu anskondidaane choolbart.  avnige mettina haarane kodbeku🤣🤣,Hate,Offensive_Targeted_Insult_Individual
ext_01908,bindhu lowda na enu rost madu guru,Hate,Offensive_Targeted_Insult_Individual
ext_01909,Chindi broiiii e munde maklige naman desha bakthi kammi sayor yelo saythare e bevrcgalige tiktok mukya anthe,Hate,Offensive_Targeted_Insult_Other
ext_01910,Jivanakke ondu holle adaara e togari tippana Kate always Anna nanu kuda Sumatra baari kelta idde youtob nali nodi rumba santosha ayhatu anna,Non-Hate,Not_offensive
ext_01911,Movie is ossum,Non-Hate,Not_offensive
ext_01912,@AJITH S SHETTY appreciate maadiddu gottagudilva marayya ninge🤦,Hate,Offensive_Targeted_Insult_Individual
ext_01913,Kannadadha hesaralli and film ge devara hesaru Etti duddu maadodhu Kannada industry endha kalibdku. Kannada industry Alle athyantha ketta film Andre adhu edhe film.bt theatre alli malkoloke olle film,Hate,Offensive_Targeted_Insult_Group
ext_01914,Hi friends nanna atira ondu kate ide adanna short movie maadbeku antha ase adre adu agtailla please saport maadi 7875182258 idu nanna no,Non-Hate,Not_offensive
ext_01915,rashmika tunnanna nge max 5 years tym bt shetty ge innu 20 ys tym ide RAKSHITH SHETTY belibeku annoru movie nodi .....,Hate,Offensive_Targeted_Insult_Individual
ext_01916,@Ajaya shetty sari bidi,Non-Hate,Not_offensive
ext_01917,@Scorpion Studios  nನಮಸ್ಕಾರ 🤣🤣,Non-Hate,Not_offensive
ext_01918,@Praveen Kumar jaathi naayi banthu helu,Hate,Offensive_Targeted_Insult_Individual
ext_01919,ultimate movie.love thiz,Non-Hate,Not_offensive
ext_01920,bal Chand aytri... Estu sala kelidru mat mat kelbeku..,Non-Hate,Not_offensive
ext_01921,40 varsha ende keliddu story evaga shanthosha aagta ede,Non-Hate,Not_offensive
ext_01922,Super movi nanu nodidini,Non-Hate,Not_offensive
ext_01923,Sir nimma voice nalli power ede,Non-Hate,Not_offensive
ext_01924,Last scene nice guru,Non-Hate,Not_offensive
ext_01925,Yen dialog hoditiya guru super,Non-Hate,Not_offensive
ext_01926,@Nandi Parthasarathi ಹಲ್ಕಟ್ ಬೋಸುಡಿ,Hate,Offensive_Targeted_Insult_Individual
ext_01927,I love you,Non-Hate,Not_offensive
ext_01928,Bokka d boss ke. D boss andre druva boss onde.,Non-Hate,Not_offensive
ext_01929,Sir pakka news edhu prradhana manthrri  modhe noddbeku ashtty sir...,Non-Hate,Not_offensive
ext_01930,Avane nam huduga.,Non-Hate,Not_offensive
ext_01931,Nice infromation   brother ... n   But.   Ella problems. Bagge matdiri solution en madbeku ..anta helivalaa brother ..      ..   ivelladakku solution Andre ..(MONEY (NAMMA TAX AMOUNT )=GOVT ).  Alva n  nSimple agi helbeku Andre ..main problem   politics anta ella gottu .... AdKke solution ..????????     Nive helida haage.   ##  Revolution. ##n  Aa REVOLUTION (#prajaakeeya )ivg strt agide ..nivu adakke kai jodisbeku Alva ... Idu correct,Non-Hate,Not_offensive
ext_01932,idu beku guru china soole maklige innu kodu guru superrrr  guru,Hate,Offensive_Targeted_Insult_Other
ext_01933,What a Song. #avanesrimannarayana,Non-Hate,Not_offensive
ext_01934,Nkn en mathgalu guru nindhu ABBA tiktok li thirke shoki madorige Chapli thagond barsidhange super guru,Hate,Offensive_Targeted_Insult_Group
ext_01935,Madhu Ranju nAvane Srimannarayana Trailer-BGM n          Re-Createdn,Non-Hate,Not_offensive
ext_01936,sakath dance performance,Non-Hate,Not_offensive
ext_01937,@Bharathraj T B irli bido... Ningen helilvalla,Non-Hate,Not_offensive
ext_01938,Nim song antu super 🤝,Non-Hate,Not_offensive
ext_01939,Sasthanga namaskaar guru nale,Non-Hate,Not_offensive
ext_01940,Ondu varshakke 3 movie tegyodu dod'dalla mattu adralli ondu movie li hit kottu innerdu movie li flop adavara  jothe hudugi hodi hogodalla... 3 varshakke ondu super hit kottu avra personality ge dakke tarde hodre adunne success antha helboudu.... That is Rakshit Shetty.... Love u bro... Olle time ittu ansutte innu olle hudugi sigli nimge.... Haagodella holledakkenIndirect yake helodu direct agi Rashmika ge heliddu idu...🤷‍,Hate,Offensive_Targeted_Insult_Individual
ext_01941,Lo troll madtadyalla nin us mado mobile ysvdo,Hate,Offensive_Targeted_Insult_Individual
ext_01942,Dislikers r fucking da baas fans,Hate,Offensive_Targeted_Insult_Group
ext_01943,Idu charitre srushtiso cinemanee...,Non-Hate,Not_offensive
ext_01944,Superb bro nivu,Non-Hate,Not_offensive
ext_01945,Hidden details in trailer of Avane Srimanarayana ....n,Non-Hate,Not_offensive
ext_01946,Idu idu bekittu actually.....jai rk boss,Non-Hate,Not_offensive
ext_01947,Creatagi ethu bro,Non-Hate,Not_offensive
ext_01948,nivu helidu sari nanu follow madthini🤗,Non-Hate,Not_offensive
ext_01949,Re release maadi matthe gellutthe.,Non-Hate,Not_offensive
ext_01950,entha song gu dislike madidare ala broo,Hate,Offensive_Targeted_Insult_Group
ext_01951,@Raj Kannadiga idhu idhu namma    Nijavaada kannadigana  maathu,Non-Hate,Not_offensive
ext_01952,Vijapura distica sindagiya tetaranalli e song cut madiddare yaradaru vicharisabekagi vinanti,Non-Hate,Not_offensive
ext_01953,37 M,Non-Hate,Not_offensive
ext_01954,Superr bhaii songs,Non-Hate,Not_offensive
ext_01955,Matte release made pakka reseve madkolthare navu hoge nodthive please,Non-Hate,Not_offensive
ext_01956,looks promising,Non-Hate,Not_offensive
ext_01957,ಜೈ ಕರ್ನಾಟಕ. ಜೈ rakshith shetty.,Non-Hate,Not_offensive
ext_01958,Super song rakshit sir ASN,Non-Hate,Not_offensive
ext_01959,Hahaha sisya yavano nin mobile hegrisidane antha kansutte hahahaha...,Non-Hate,Not_offensive
ext_01960,@prithvi nayak nindu ade sudeep sir da caste alva,Non-Hate,Not_offensive
ext_01961,Amazing very nice prajwal life ge ondu hosa tiruvu koduvantaha cinima idu,Non-Hate,Not_offensive
ext_01962,Mungaru male and dia,Non-Hate,Not_offensive
ext_01963,Aa hudgi bandaga iro music nice,Non-Hate,Not_offensive
ext_01964,Ee song Virat Kohli & Modi ji ge perfect match akkati🥰n#ASN Rakshit anna,Non-Hate,Not_offensive
ext_01965,idu charitre srustiso avathara..,Non-Hate,Not_offensive
ext_01966,Super sir..nanantu adella dwnld kuda madirlilla...420china,Hate,Offensive_Targeted_Insult_Group
ext_01967,420 nan maga krishana,Hate,Offensive_Targeted_Insult_Individual
ext_01968,sir deshadali shikshana jotege kwoshliya nu kalisabeku selp udyogada samartya barbeku nnrajakiya vektigalu adikara and hanke ase belde deshavanu munnadasabeku employment ge jobs sigo rieti nodka beku,Non-Hate,Not_offensive
ext_01969,Inta Best Movie na Theatre nalli nodakaglilla ade bejaru,Non-Hate,Not_offensive
ext_01970,Kannda Alli Enta Movie Barbeku Sandalwood Rock,Non-Hate,Not_offensive
ext_01971,KGF 2   commentnASN      Like,Non-Hate,Not_offensive
ext_01972,Gali Matin Bazaru Sudi Saride Sumaru... Adu yen Andre...!nIDU CHARITRE SRUSTISO AVATARnVijay Prakash voice nice.,Non-Hate,Not_offensive
ext_01973,@King of King tika muchkond hogo gandu,Hate,Offensive_Targeted_Insult_Individual
ext_01974,Reamke king  d boss,Non-Hate,Not_offensive
ext_01975,Huccha Venkat dialogue,Hate,Offensive_Targeted_Insult_Individual
ext_01976,E song super and handsome step super annowru like madi,Non-Hate,Not_offensive
ext_01977,Super Bindu ge Takkar kottidira bro,Non-Hate,Not_offensive
